1,2,3,4,5,6,7,8,q_id,rel
4.80696439743042,0.06326925083650574,0.011695906432748537,7.877076851757402,4890,46,4,17,10638,0
7.392127990722656,0.442236217369097,0.08547008547008547,7.877076851757402,5376,55,4,17,10638,0
5.813804626464844,0.04399086763482326,0.009411764705882352,7.877076851757402,3892,98,6,17,10638,0
4.645528793334961,0.0726110194163925,0.013422818791946308,7.877076851757402,2373,65,6,17,10638,0
4.223100662231445,0.20413286590646193,0.03773584905660377,7.877076851757402,574,44,4,17,10638,0
4.221713066101074,0.20035262764893486,0.037037037037037035,7.877076851757402,425,60,3,17,10638,0
4.92622709274292,0.05074597510807919,0.009380863039399626,7.877076851757402,8572,46,4,17,10638,0
4.632133483886719,0.06556995086692415,0.012121212121212121,7.877076851757402,3131,38,3,17,10638,0
4.724330902099609,0.059055905529707874,0.010917030567685589,7.877076851757402,3727,86,7,17,10638,0
6.756534099578857,0.5149373970966725,0.09647058823529411,7.877076851757402,3725,59,4,17,10638,0
6.004204750061035,0.03623915715058418,0.010954616588419406,7.877076851757402,6135,53,4,17,10638,0
4.6188154220581055,0.060610878952618956,0.011204481792717087,7.877076851757402,2414,66,3,17,10638,0
5.382023334503174,0.05268877437057201,0.017241379310344827,7.877076851757402,2649,45,4,17,10638,0
5.382023334503174,0.050932481891552944,0.016666666666666666,7.877076851757402,2437,48,4,17,10638,0
4.939192295074463,0.042372226735153326,0.007832898172323759,7.877076851757402,13458,54,6,17,10638,0
5.526488304138184,0.04038479573944877,0.00911854103343465,7.877076851757402,2976,37,3,17,10638,0
4.6055731773376465,0.05464162572243679,0.010101010101010102,7.877076851757402,3056,85,8,17,10638,0
4.691219329833984,0.048559433990316356,0.008976660682226212,7.877076851757402,4296,66,4,17,10638,0
4.691219329833984,0.04962863253689213,0.009174311926605505,7.877076851757402,5188,101,6,17,10638,0
5.338244438171387,0.05294292835632117,0.01652892561983471,7.877076851757402,1999,91,7,17,10638,0
4.691219329833984,0.050461949127996654,0.009328358208955223,7.877076851757402,4730,123,7,17,10638,0
7.048778533935547,0.1128373486053388,0.025477707006369428,7.877076851757402,3917,51,4,17,10638,0
5.289771556854248,0.31398546124086807,0.05804311774461028,7.877076851757402,5301,45,4,17,10638,0
6.777359485626221,0.0539889659439695,0.012755102040816327,7.877076851757402,6606,49,4,17,10638,0
5.17083215713501,0.17882713872797493,0.03305785123966942,7.877076851757402,3917,88,6,17,10638,0
5.131138324737549,0.234347477827635,0.04332129963898917,7.877076851757402,2456,46,3,17,10638,0
5.0746941566467285,0.3660578084112118,0.06766917293233082,7.877076851757402,1327,61,4,17,10638,0
5.154076099395752,0.2736333552715025,0.05058365758754864,7.877076851757402,2124,70,6,17,10638,0
