1,2,3,4,5,6,7,8,q_id,rel
18.36560821533203,0.7506441645351035,0.35664335664335667,19.49207486495329,3083,70,3,58,3647,0
18.209901809692383,0.8402710096516062,0.31636363636363646,19.49207486495329,4250,94,4,58,3647,0
18.49425506591797,0.8713711224137541,0.3239171374764595,19.49207486495329,4116,91,4,58,3647,0
17.605579376220703,0.8357779227483771,0.3287128712871287,19.49207486495329,3839,88,4,58,3647,0
0.0,0.0,0.0,19.49207486495329,933,65,5,58,3647,1
10.751785278320312,0.45142650806645,0.07142857142857144,11.587684643207062,9929,52,4,26,6776,0
10.751785278320312,0.45142650806645,0.07142857142857144,11.587684643207062,9931,54,4,26,6776,0
10.55088996887207,0.5681890936069961,0.09406657018813315,11.587684643207062,5326,51,4,26,6776,0
10.75279426574707,0.5370965989381052,0.08968609865470853,11.587684643207062,4990,82,4,26,6776,0
9.68940544128418,0.3401653827761976,0.08333333333333333,11.587684643207062,2819,56,5,26,6776,1
24.249296188354492,0.4115103576384457,0.09708737864077673,32.57767089515883,2952,38,4,94,8680,0
27.425838470458984,1.685051942853043,0.46551724137931033,32.57767089515883,553,45,3,94,8680,1
24.249296188354492,0.4115103576384457,0.09708737864077673,32.57767089515883,2954,40,4,94,8680,0
22.196290969848633,0.31742404917315054,0.07106598984771573,32.57767089515883,6988,38,3,94,8680,0
9.549506187438965,0.28011226796543615,0.09068010075566751,10.621960053438833,3584,99,5,35,10290,0
9.53735637664795,0.7276994606097805,0.23943661971830987,10.621960053438833,1245,45,4,35,10290,0
9.601632118225098,0.5383056327719553,0.19999999999999998,10.621960053438833,1234,54,3,35,10290,0
5.526643753051758,0.17254668300204268,0.06,10.621960053438833,435,61,4,35,10290,1
9.74809455871582,1.0191195646406734,0.31333333333333335,10.621960053438833,1394,51,5,35,10290,0
22.3746337890625,0.4446947572263306,0.07556270096463022,26.304071839243694,4481,66,4,38,11524,1
11.245548248291016,0.8355880669484728,0.16,26.304071839243694,711,57,5,38,11524,0
21.628759384155273,0.6549309836636105,0.13186813186813187,26.304071839243694,3801,69,7,38,11524,0
17.325603485107422,0.9313143319927968,0.16022099447513813,26.304071839243694,5171,68,4,38,11524,0
11.130600929260254,0.12677352821796017,0.05014749262536873,14.323675891622115,2896,45,4,20,11612,0
13.629749298095703,0.7671278938462911,0.11481481481481481,14.323675891622115,2296,47,5,20,11612,1
13.333514213562012,0.9248673704402701,0.17410714285714288,14.323675891622115,1766,52,5,20,11612,0
11.189452171325684,0.14520607485624107,0.053956834532374105,14.323675891622115,2255,46,5,20,11612,0
13.683039665222168,0.815943891345683,0.11888111888111888,15.233427910102044,1244,48,5,27,15110,0
13.922308921813965,0.48305001120990865,0.08520179372197309,15.233427910102044,1604,54,6,27,15110,1
14.489273071289062,0.2974468754893826,0.05612722170252572,15.233427910102044,8002,54,4,27,15110,0
14.326213836669922,0.6549684960924472,0.08860759493670886,15.233427910102044,4330,47,5,27,15110,0
6.766323089599609,0.20250553546930541,0.06456043956043955,7.342403496769874,6866,65,5,34,17629,0
6.5014753341674805,0.24881023426728388,0.087248322147651,7.342403496769874,4095,59,4,34,17629,0
6.778070449829102,0.3532632598152853,0.11047619047619048,7.342403496769874,5030,85,4,34,17629,0
5.813305854797363,0.2792562593534802,0.07851239669421488,7.342403496769874,2233,62,6,34,17629,1
6.62627649307251,0.23662062213671056,0.07079646017699115,7.342403496769874,4053,95,5,34,17629,0
9.823135375976562,0.06632488428440712,0.01824817518248175,15.578395342651877,2148,54,5,41,17656,1
10.658666610717773,0.0837102123570184,0.01907356948228883,15.578395342651877,2933,95,6,41,17656,0
13.732614517211914,0.4571522558200162,0.13095238095238093,15.578395342651877,1485,150,7,41,17656,0
11.123550415039062,0.2594182193335158,0.11356466876971609,15.578395342651877,2884,53,5,41,17656,0
11.928960800170898,0.07322725393569562,0.01790073230268511,15.578395342651877,11022,62,7,41,17656,0
16.901731491088867,0.301454733269148,0.06705150976909413,21.040971939013293,18826,76,6,41,18508,1
13.736505508422852,0.7017417471507316,0.13829787234042554,21.040971939013293,750,43,3,41,18508,0
15.77301025390625,0.36838367589838195,0.07638888888888888,21.040971939013293,9484,76,5,41,18508,0
18.0151309967041,0.37856704227714094,0.06652806652806653,21.040971939013293,4447,97,8,41,18508,0
8.420634269714355,0.5152850018713653,0.10869565217391304,8.939357273473977,6538,51,6,19,19489,0
8.59211540222168,0.8397021002467471,0.22272727272727275,8.939357273473977,1834,50,3,19,19489,0
8.139607429504395,0.6364398095513389,0.15957446808510636,8.939357273473977,746,46,5,19,19489,0
8.65494441986084,0.9324725784499124,0.31891891891891894,8.939357273473977,1741,46,5,19,19489,1
13.900967597961426,0.22749877857427242,0.07407407407407407,16.915798187379423,4953,54,4,43,21563,1
13.844267845153809,0.6905761864036146,0.14065934065934066,16.915798187379423,3778,68,5,43,21563,0
14.224699974060059,0.47234333278915586,0.10369318181818182,16.915798187379423,11668,65,4,43,21563,0
14.224699974060059,0.47200809976375546,0.10361958836053939,16.915798187379423,11674,71,4,43,21563,0
13.589044570922852,0.43468134614637044,0.09382716049382717,16.915798187379423,3623,52,3,43,21563,0
15.85849380493164,0.5468845725118436,0.12536023054755044,16.87222349124114,5660,83,3,33,21727,0
15.815286636352539,0.4098639978273276,0.08445945945945947,16.87222349124114,4849,83,3,33,21727,1
16.008682250976562,0.6865458071499635,0.15846994535519127,16.87222349124114,2984,74,3,33,21727,0
15.274635314941406,1.0159558026793947,0.2,16.87222349124114,1185,70,4,33,21727,0
11.349405288696289,0.21304812421052463,0.04285714285714286,16.690710367028682,2478,55,4,35,22163,0
8.42261791229248,0.1773508636384932,0.07446808510638298,16.690710367028682,1754,52,4,35,22163,1
10.905304908752441,0.35357284405841805,0.06637806637806638,16.690710367028682,10466,47,4,35,22163,0
9.674356460571289,0.308386914723325,0.07289719626168223,16.690710367028682,7783,144,8,35,22163,0
11.040352821350098,0.28312155489297736,0.09340101522842639,16.690710367028682,7834,120,7,35,22163,0
12.60490894317627,0.6280503604356434,0.18548387096774194,13.290139687965809,7368,42,4,31,22265,0
12.497644424438477,0.5963485636068806,0.15960912052117265,13.290139687965809,2630,82,4,31,22265,0
12.709912300109863,1.0119605273111705,0.25274725274725274,13.290139687965809,3351,52,4,31,22265,0
